book_id,title,average_rating,similar_books,image_url,ratings_count,cleaned_description
8416819,"Hex Hall (Hex Hall, #1)",3.96,"['7008041', '12866426', '7719245', '6393119', '11987465', '8673931', '6261522', '9640042', '8529230', '8161632', '6611024', '7789830', '7476122', '6371117', '7948945', '7041456', '4070493', '8542996']",https://images.gr-assets.com/books/1327247472m/8416819.jpg,1145,"three years ago, sophie mercer discovered that she was a witch. it's gotten her into a few scrapes. her non-gifted mother has been as supportive as possible, consulting sophie's estranged father-an elusive european warlock-only when necessary. but when sophie attracts too much human attention for a prom-night spell gone horribly wrong, it's her dad who decides her punishment: exile to hex hall, an isolated reform school for wayward prodigium, a.k.a. witches, faeries, and shapeshifters. by the end of her first day among fellow freak-teens, sophie has quite a scorecard: three powerful enemies who look like supermodels, a futile crush on a gorgeous warlock, a creepy tagalong ghost, and a new roommate who happens to be the most hated person and only vampire on campus. worse, sophie soon learns that a mysterious predator has been attacking students, and her only friend is the number-one suspect. as a series of blood-curdling mysteries starts to converge, sophie prepares for the biggest threat of all: an ancient secret society determined to destroy all prodigium, especially her."
8416817,"Hex Hall (Hex Hall, #1)",3.96,"['7008041', '12866426', '7719245', '6393119', '11987465', '8673931', '6261522', '9640042', '8529230', '8161632', '6611024', '7789830', '7476122', '6371117', '7948945', '7041456', '4070493', '8542996']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,459,"three years ago, sophie mercer discovered that she was a witch. it's gotten her into a few scrapes. her non-gifted mother has been as supportive as possible, consulting sophie's estranged father--an elusive european warlock--only when necessary. but when sophie attracts too much human attention for a prom-night spell gone horribly wrong, it's her dad who decides her punishment: exile to hex hall, an isolated reform school for wayward prodigium, a.k.a. witches, faeries, and shapeshifters. by the end of her first day among fellow freak-teens, sophie has quite a scorecard: three powerful enemies who look like supermodels, a futile crush on a gorgeous warlock, a creepy tagalong ghost, and a new roommate who happens to be the most hated person and only vampire student on campus. worse, sophie soon learns that a mysterious predator has been attacking students, and her only friend is the number-one suspect. as a series of blood-curdling mysteries starts to converge, sophie prepares for the biggest threat of all: an ancient secret society determined to destroy all prodigium, especially her."
9858714,"The Mind Readers (Mind Readers, #1)",3.76,"['8122052', '9708692', '16032211', '11274597', '9132056', '9584310', '6885954', '12801856', '11551803', '12971005', '12846930', '10275728', '18940399', '9411579', '12715259', '10809019', '11384302', '14744436']",https://images.gr-assets.com/books/1291820285m/9858714.jpg,9900,"cameron winters is a freak. fortunately, no one but her family knows the truth... that cameron can read minds. for years cameron has hidden behind a facade of normalcy, warned that there are those who would do her harm. when gorgeous and mysterious lewis douglas arrives he destroys everything cameron has ever believed and tempts her with possibilities of freedom. determined to embrace her hidden talents, cameron heads to a secret haven with lewis; a place where she meets others like her, mind readers. but as cameron soon finds out some things are too good to be true. when the mind readers realize the extent of cameron's abilities, they want to use her powers for their own needs. cameron suddenly finds herself involved in a war in which her idea of what is right and wrong is greatly tested. in the end she'll be forced to make a choice that will not only threaten her relationship with lewis, but her very life."
5996153,"Blood Promise (Vampire Academy, #4)",4.35,"['6289938', '4134071', '5604848', '7801124', '13533758', '2314315', '5391115', '8835897', '3054684', '39346', '6319978']",https://images.gr-assets.com/books/1442530605m/5996153.jpg,234405,"rose hathaway's life will never be the same. the recent attack on st. vladimir's academy devastated the entire moroi world. many are dead. and, for the few victims carried off by strigoi, their fates are even worse. a rare tattoo now adorns rose's neck, a mark that says she's killed far too many strigoi to count. but only one victim matters ... dimitri belikov. rose must now choose one of two very different paths: honoring her life's vow to protect lissa--her best friend and the last surviving dragomir princess--or, dropping out of the academy to strike out on her own and hunt down the man she loves. she'll have to go to the ends of the earth to find dimitri and keep the promise he begged her to make. but the question is, when the time comes, will he want to be saved? now, with everything at stake--and worlds away from st. vladimir's and her unguarded, vulnerable, and newly rebellious best friend--can rose find the strength to destroy dimitri? or, will she sacrifice herself for a chance at eternal love?"
17404295,"Ice Like Fire (Snow Like Ashes, #2)",3.79,"['22909838', '17410991', '21843172', '21480854', '22678141', '17558151', '26074185', '18716722', '28448239', '28370779', '18805154', '18658082', '25558608', '18803194', '18482225', '17342701', '21421609']",https://images.gr-assets.com/books/1423670899m/17404295.jpg,11699,"it's been three months since the winterians were freed and spring's king, angra, disappeared--thanks largely to the help of cordell. meira just wants her people to be safe. when cordellan debt forces the winterians to dig their mines for payment, they unearth something powerful and possibly dangerous: primoria's lost chasm of magic. theron sees this find as an opportunity--with this much magic, the world can finally stand against threats like angra. but meira fears the danger the chasm poses--the last time the world had access to so much magic, it spawned the decay. so when the king of cordell orders the two on a mission across the kingdoms of primoria to discover the chasm's secrets, meira plans to use the trip to garner support to keep the chasm shut and winter safe--even if it means clashing with theron. but can she do so without endangering the people she loves? mather just wants to be free. the horrors inflicted on the winterians hang fresh and raw in januari--leaving winter vulnerable to cordell's growing oppression. when meira leaves to search for allies, he decides to take winter's security into his own hands. can he rebuild his broken kingdom and protect them from new threats? as the web of power and deception weaves tighter, theron fights for magic, mather fights for freedom--and meira starts to wonder if she should be fighting not just for winter, but for the world."
16059492,Shadow and Bone,4.05,"['11431896', '10852343', '15801763', '10165761', '9943270', '12812550', '13581990', '12971662', '19549841', '16150830', '13062488', '13409145', '13415554', '13034113', '16069030', '12952710', '8884616', '7969452']",https://images.gr-assets.com/books/1364033290m/16059492.jpg,3379,"alina starkov doesn't expect much from life. orphaned by the border wars, she is sure of only one thing: her best friend, mal--and her inconvenient crush on him. until the day their army regiment enters the fold, a swath of unnatural darkness crawling with monsters. when their convoy is attacked and mal is brutally injured, alina reveals a dormant power not even she knew existed. ripped from everything she knows, alina is taken to the royal court to be trained as a member of the grisha, the magical elite led by the mysterious darkling. with alina's extraordinary power in his arsenal, he believes they can finally destory the fold. now alina must find a way to master her untamed gift and somehow fit into her new life without mal by her side. but nothing in this lavish world is what it seems. as the threat to the kingdom mounts and her dangerous attraction to the darkling grows, alina will uncover a secret that could tear her heart--and her country--in two."
18467802,Euphoria,3.84,"['18114068', '18050096', '497499', '18142324', '16085517', '6570431', '20575411', '23995336', '8911226', '18465852', '22238372', '18651980', '18114449', '23602474', '20256545', '18507827', '16171272', '17465515']",https://images.gr-assets.com/books/1418788366m/18467802.jpg,43039,"inspired by the true story of a woman who changed the way we understand our world. in 1933 three young, gifted anthropologists are thrown together in the jungle of new guinea. they are nell stone, fascinating, magnetic and famous for her controversial work studying south pacific tribes, her intelligent and aggressive husband fen, and andrew bankson, who stumbles into the lives of this strange couple and becomes totally enthralled. within months the trio are producing their best ever work, but soon a firestorm of fierce love and jealousy begins to burn out of control, threatening their bonds, their careers, and, ultimately, their lives..."
28204534,"Paper Girls, Vol. 1 (Paper Girls, #1)",3.86,"['25761329', '25546167', '25256034', '25982692', '27797730', '25074849', '23732096', '25814105', '27163013', '28204536', '23012877', '25955205', '29332093', '23995491', '25853351', '27753938', '25852959', '27753928']",https://images.gr-assets.com/books/1506952499m/28204534.jpg,28332,"in the early hours after halloween of 1988, four 12-year-old newspaper delivery girls uncover the most important story of all time. suburban drama and otherworldly mysteries collide in this smash-hit series about nostalgia, first jobs, and the last days of childhood. collects paper girls #1-5."
28204537,"Machine Moon (Descender, #2)",4.2,"['25732455', '28204540', '25263481', '23481954', '28862528', '23862438', '25955205', '26138086', '29396738', '25698305', '22823536', '25426046', '24234832']",https://images.gr-assets.com/books/1471880810m/28204537.jpg,3275,young robot boy tim-21 and his companions struggle to stay alive in a universe where all androids have been outlawed and bounty hunters lurk on every planet. l collecting: descender7-11
7614646,And Call Me in the Morning (And Call Me in the Morning #1),3.66,"['6251309', '6871245', '19442593', '10816957', '3813926', '3791878', '16083209', '6091892', '4801582', '8863454', '6320476', '6330560', '27399854', '7187557', '13244400', '8121708', '851209', '24872615']",https://images.gr-assets.com/books/1263888369m/7614646.jpg,2111,"genre:lgbt erotic contemporary take two, and call me in the morning. eli and zane. colleagues at work and close friends, though on the surface it's an unexpected friendship between an odd couple. while zane took the ""high school to college to med school"" track, medicine is eli's second career and the best choice he ever made. he has work that he loves, an extended second family of colleagues and friends, and zane. so why does everyone make such a big deal about the pair of them? yes, they spend a lot of time together. it doesn't mean they're a real couple. when teased about it one too many times by their colleagues, zane challenges eli to set the record straight with a kiss to prove there's absolutely no chemistry between them. neither expected a spark to ignite between them. more than a spark. desire. passion. zane wants to try getting up close and personal again to see if it was a one-time fluke or something more. eli thinks he's too old to jump the fence now, but he can't say no to zane and he doesn't want to. truth be told, eli's not so sure they can set the record straight after all."
34839067,The Unrequited,4.26,[],https://images.gr-assets.com/books/1498480191m/34839067.jpg,1664,"layla robinson is not crazy. she is suffering from unrequited love. but it's time to move on. no more stalking, no more obsessive calling. what she needs is a distraction. the blue-eyed guy she keeps seeing around campus could be a great one--only he is the new poetry professor--the marriedpoetry professor. thomas abrams is a stereotypical artist--rude, arrogant, and broody--but his glares and taunts don't scare layla. she might be bad at poetry, but she is good at reading between the lines. beneath his prickly facade, thomas is lonely, and layla wants to know why. obsessively. sometimes you do get what you want. sometimes you end up in the storage room of a bar with your professor and you kiss him. sometimes he kisses you back like the world is ending and he will never get to kiss you again. he kisses you until you forget the years of unrequited love; you forget all the rules, and you dare to reach for something that is not yours. note: please be aware that this book deals with sensitive topics like cheating. 18+ only."
25548744,"The Becoming of Noah Shaw (The Shaw Confessions, #1)",3.92,"['31371729', '29939048', '29422091', '25314447', '21825776', '28524058', '25487124', '32333246', '25740412', '22817331', '26857046', '35068585', '35720690', '30256248', '15797888', '32075662', '29385546']",https://images.gr-assets.com/books/1494267312m/25548744.jpg,503,"in the first book of the shaw confessions, the companion series to the new york times bestselling mara dyer novels, old skeletons are laid bare and new promises prove deadly. this is what happens after happily ever after. everyone thinks seventeen-year-old noah shaw has the world on a string. they're wrong. mara dyer is the only one he trusts with his secrets and his future. he shouldn't. and both are scared that uncovering the truth about themselves will force them apart. they're right."
331205,"Young Avengers, Volume 1: Sidekicks",4.15,"['3905051', '3571155', '331208', '270547', '546542', '105956', '6883138', '18513591', '422581', '8862456']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,5318,"in the wake of avengers disassembled, a mysterious new group of teen super heroes appears. but who are they? where did they come from? and what right do they have to call themselves the young avengers? collecting: young avengers1-6"
11436723,"The Demon Lover (Fairwick Chronicles, #1)",3.61,"['7332664', '10618137', '12030955', '261123', '12092105', '9638837', '9193799', '10418404', '12075543', '13572197', '12646984', '11795956', '10999344', '10796535', '10793020', '11750412', '8272495', '11396770']",https://images.gr-assets.com/books/1336505484m/11436723.jpg,3639,"i gasped, or tried to. my mouth opened, but i couldn't draw breath. his lips, pearly wet, parted and he blew into my mouth. my lungs expanded beneath his weight. when i exhaled he sucked my breath in and his weight turned from cold marble into warm living flesh. since accepting a teaching position at remote fairwick college in upstate new york, callie mcfay has experienced the same disturbingly sensual dream every night: a mist enters her bedroom, then takes the shape of a virile, seductive stranger who proceeds to ravish her in the most toe-curling, wholly satisfying ways possible. perhaps these dreams are the result of her having written the bestselling book the sex lives of demon lovers. callie's lifelong passion is the intersection of lurid fairy tales and gothic literature--which is why she's found herself at fairwick's renowned folklore department, living in a once-stately victorian house that, at first sight, seemed to call her name. but callie soon realizes that her dreams are alarmingly real. she has a demon lover--an incubus--and he will seduce her, pleasure her, and eventually suck the very life from her. then callie makes another startling discovery: her incubus is not the only mythical creature in fairwick. as the tenured witches of the college and the resident fairies in the surrounding woods prepare to cast out the demon, callie must accomplish something infinitely more difficult--banishing this supernatural lover from her heart."
30753651,I Found You,4.01,"['27162607', '27570152', '26233572', '28821606', '17612974', '26237315', '27209421', '30449430', '25870395', '27416021', '26114156', '25767084', '29430007', '18854690', '7139859', '27418655', '25955277', '27280013']",https://images.gr-assets.com/books/1480529391m/30753651.jpg,7671,"a young bride, a lonely single mother, and an amnesiac man of dubious origin lie at the heart of new york times bestselling author lisa jewell's next suspenseful drama that will appeal to fans of liane moriarty and paula hawkins. in a windswept british seaside town, single mom alice lake finds a man sitting on the beach outside her house. he has no name, no jacket, and no idea how he got there. against her better judgment, she invites him inside. meanwhile, in a suburb of london, twenty-one-year-old lily monrose has only been married for three weeks. when her new husband fails to come home from work one night she is left stranded in a new country where she knows no one. then the police tell her that her husband never existed. twenty-three years earlier, gray and kirsty are teenagers on a summer holiday with their parents. their annual trip to the quaint seaside town is passing by uneventfully, until an enigmatic young man starts paying extra attention to kirsty. something about him makes gray uncomfortable--and it's not just that he's playing the role of protective older brother. two decades of secrets, a missing husband, and a man with no memory are at the heart of this brilliant new novel, filled with the ""beautiful writing, believable characters, pacey narrative, and dark secrets"" (london daily mail) that make lisa jewell so beloved by audiences on both sides of the atlantic."
24529123,This Is Where It Ends,3.64,"['21936978', '23341259', '18854738', '26240663', '32075671', '24346235', '20605405', '23272069', '23203257', '18602871', '16682136', '17933522', '22537367', '26250254', '26626118', '21945590', '19254725', '22692740']",https://images.gr-assets.com/books/1431358364m/24529123.jpg,26473,"10:00 a.m.the principal of opportunity high school finishes her speech, welcoming the entire student body to a new semester and encouraging them to excel and achieve. 10:02 a.m.the students get up to leave the auditorium for their next class. 10:03 a.m.the auditorium doors won't open. 10:05 a.m.someone starts shooting. told from four different perspectives over the span of fifty-four harrowing minutes, terror reigns as one student's calculated revenge turns into the ultimate game of survival."
13446537,Premeditated,3.56,"['35444008', '13265540', '13600711', '13482832', '13260536', '14798443', '16065498', '11787733', '15721628', '12260608', '12665819', '15843281', '13132403', '14498145', '13597760', '15836516', '15739649', '15942674']",https://images.gr-assets.com/books/1344693490m/13446537.jpg,1972,"a week ago, dinah's cousin claire cut her wrists. five days ago, dinah found claire's diary and discovered why. three days ago, dinah stopped crying and came up with a plan. two days ago, she ditched her piercings and bleached the black dye from her hair. yesterday, knee socks and uniform plaid became a predator's camouflage. today, she'll find the boy who broke claire. by tomorrow, he'll wish he were dead."
5107,The Catcher in the Rye,3.79,"['18114322', '251688', '577283', '331319', '10461', '46227', '4645', '46164', '390353', '30933', '58345', '7763', '1150750', '62220', '44516', '10956', '11437', '294459']",https://images.gr-assets.com/books/1398034300m/5107.jpg,2086945,"the hero-narrator of the catcher in the ryeis an ancient child of sixteen, a native new yorker named holden caulfield. through circumstances that tend to preclude adult, secondhand description, he leaves his prep school in pennsylvania and goes underground in new york city for three days. the boy himself is at once too simple and too complex for us to make any final comment about him or his story. perhaps the safest thing we can say about holden is that he was born in the world not just strongly attracted to beauty but, almost, hopelessly impaled on it. there are many voices in this novel: children's voices, adult voices, underground voices-but holden's voice is the most eloquent of all. transcending his own vernacular, yet remaining marvelously faithful to it, he issues a perfectly articulated cry of mixed pain and pleasure. however, like most lovers and clowns and poets of the higher orders, he keeps most of the pain to, and for, himself. the pleasure he gives away, or sets aside, with all his heart. it is there for the reader who can handle it to keep. j.d. salinger's classic novel of teenage angst and rebellion was first published in 1951. the novel was included on time's 2005 list of the 100 best english-language novels written since 1923. it was named by modern library and its readers as one of the 100 best english-language novels of the 20th century. it has been frequently challenged in the court for its liberal use of profanity and portrayal of sexuality and in the 1950's and 60's it was the novel that every teenage boy wants to read."
7417780,The Piper's Son,4.04,"['6989576', '7124053', '11058320', '13042766', '13480258', '6849661', '7097618', '8159643', '11293784', '8579486', '8030321', '1885730', '8013391', '1957880', '6547697', '1804120']",https://images.gr-assets.com/books/1394240860m/7417780.jpg,9153,"the award-winning author of finnikin of the rock and jellicoe road pens a raw, compelling novel about a family's hard-won healing on the other side of trauma. award-winning author melina marchetta reopens the story of the group of friends from her acclaimed novel saving francesca--but five years have passed, and now it's thomas mackee who needs saving. after his favorite uncle was blown to bits on his way to work in a foreign city, tom watched his family implode. he quit school and turned his back on his music and everyone that mattered, including the girl he can't forget. shooting for oblivion, he's hit rock bottom, forced to live with his single, pregnant aunt, work at the union pub with his former friends, and reckon with his grieving, alcoholic father. tom's in no shape to mend what's broken. but what if no one else is either? an unflinching look at family, forgiveness, and the fierce inner workings of love and friendship, the piper's son redefines what it means to go home again."
25518205,"Lady Renegades (Rebel Belle, #3)",3.42,"['24711433', '25489227', '20799109', '22460532', '17559101', '15797848', '24974965', '21428094', '28448239', '23310689', '22019279', '17829170', '17874788', '24915310', '28421168', '29358518', '18515291', '26514517']",https://images.gr-assets.com/books/1438699770m/25518205.jpg,3213,"just as harper price starts coming to terms with her role as david stark's battle-ready paladin, protector, and girlfriend--her world goes crazy all over again. overwhelmed by his oracle powers, david flees pine grove and starts turning teenage girls into paladins--and these young ladies seem to think that harper is the enemy david needs protecting from. ordinarily, harper would be able to fight off any paladin who comes her way, but her powers have been dwindling since david left town...which means her life is on the line yet again. new york timesbestselling author rachel hawkins brings the fun once again in the finale of this pitch-perfect romantic paranormal comedy series."
10361139,Americus,3.79,"['10561495', '8492787', '11222378', '8318017', '13541584', '2322339', '15792851', '9215086', '17332249', '10149910', '6634538', '4437831', '4065472', '12510886', '10853145', '13538675', '10261761', '9655052']",https://images.gr-assets.com/books/1316639036m/10361139.jpg,1780,"neal barton just wants to read in peace. unluckily for him, some local christian activists are trying to get his favorite fantasy series banned from the americus public library on grounds of immoral content and heresy. something has to be done, and it looks like quiet, shy neal is going to have to do it. with youth services librarian charlotte murphy at his back, neal finds himself leading the charge to defend the mega-bestselling fantasy series that makes his life worth living. this funny, gripping, and relatable tale of life and local politics in middle america is currently being serialized online."
10637959,Breadcrumbs,3.75,"['10178007', '10047243', '10425811', '9869553', '11595220', '9975313', '9756346', '10788968', '8875715', '10844367', '12975886', '10806008', '17910570', '10481268', '6659537', '6609700', '12809970', '9588207']",https://images.gr-assets.com/books/1300592738m/10637959.jpg,9696,"once upon a time, hazel and jack were best friends. they had been best friends since they were six, spending hot minneapolis summers and cold minneapolis winters together, dreaming of hogwarts and oz, superheroes and baseball. now that they were eleven, it was weird for a boy and a girl to be best friends. but they couldn't help it - hazel and jack fit, in that way you only read about in books. and they didn't fit anywhere else. and then, one day, it was over. jack just stopped talking to hazel. and while her mom tried to tell her that this sometimes happens to boys and girls at this age, hazel had read enough stories to know that it's never that simple. and it turns out, she was right. jack's heart had been frozen, and he was taken into the woods by a woman dressed in white to live in a palace made of ice. now, it's up to hazel to venture into the woods after him. hazel finds, however, that these woods are nothing like what she's read about, and the jack that hazel went in to save isn't the same jack that will emerge. or even the same hazel. inspired by hans christian andersen's ""the snow queen,"" breadcrumbsis a story of the struggle to hold on, and the things we leave behind."
311129,The Toll-Gate,3.87,"['1412999', '1943376', '1954306', '311125', '311097', '26008666', '15801443', '12387677', '15839687', '598372', '2213186', '510481', '222773', '1374162', '2236078']",https://images.gr-assets.com/books/1320434556m/311129.jpg,3676,"captain john staple's exploits in the peninsula had earned him the sobriquet 'crazy' jack amongst his fellows in the dragoon guards. now home from waterloo, life in peacetime is rather dull for the boisterous, adventure-loving captain. but when he finds himself lost and benighted at an unmanned toll-house in the pennines, his soldiering days suddenly pale away besides an adventure - and romance - of a lifetime. yet again georgette heyer shows the qualities that made her one of the most successful and best-loved romantic novelists of her age, and why her popularity endures to this day."
1162543,"Breaking Dawn (Twilight, #4)",3.7,"['4134071', '7091488', '9526658', '7954556', '42900', '443392', '395871', '6134826', '346268']",https://images.gr-assets.com/books/1361039438m/1162543.jpg,1078310,"to be irrevocably in love with a vampire is both fantasy and nightmare woven into a dangerously heightened reality for bella swan. pulled in one direction by her intense passion for edward cullen, and in another by her profound connection to werewolf jacob black, she has endured a tumultuous year of temptation, loss, and strife to reach the ultimate turning point. her imminent choice to either join the dark but seductive world of immortals or to pursue a fully human life has become the thread from which the fates of two tribes hangs. now that bella has made her decision, a startling chain of unprecedented events is about to unfold with potentially devastating and unfathomable, consequences. just when the frayed strands of bella's life - first discovered in twilight, then scattered and torn in new moonand eclipse- seem ready to heal and knit together, could they be destroyed... forever?"
27015399,A Promise of Fire (Kingmaker Chronicles #1),4.13,"['27774642', '25237996', '10322903', '23496336', '18078553', '25452936', '27969088', '15942616', '26031222', '17378070', '26236877', '22854969', '23172527', '22303684', '26878915', '27827203', '31398069', '26848737']",https://images.gr-assets.com/books/1470238554m/27015399.jpg,7591,"catalia ""cat"" fisa is a powerful clairvoyant known as the kingmaker. this smart-mouthed soothsayer has no interest in her powers and would much rather fly under the radar, far from the clutches of her homicidal mother. but when an ambitious warlord captures her, she may not have a choice... griffin is intent on bringing peace to his newly conquered realm in the magic-deprived south. when he discovers cat is the kingmaker, he abducts her. but cat will do everything in her power to avoid her dangerous destiny and battle her captor at every turn. although up for the battle, griffin would prefer for cat to help his people willingly, and he's ready to do whatever it takes to coax her...even if that means falling in love with her."
2454830,Planet X,3.82,"['7508167', '2651779', '24582265', '494602', '6280524', '10477903', '9495160', '6642331', '1814114', '6941225', '209304', '12591987', '12504180', '12754048']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2339,"krisa elyison is a bride-to-be--bought and paid for by a stuffy aristocrat. though she secretly longs for just one adventure all on her own, she knows the reality of her life--she is destined to be the wife of the elderly and pompous lord radisson. kurt teague is a prisoner--a galactic criminal wanted for multiple murders. he is also feral, a proud and savage people known for their indomitable wills to survive and their fiercely possessive natures. his tortured past has turned him into a ruthless killer--an unthinkable fate to the innocent, sheltered krisa. resigned to her destiny, krisa boards the starship that will take her to another planet and her loveless marriage. in the cargo hold, she stumbles across teague--so fierce a prisoner he's blindfolded and chained to a wall. even so, her heart jumps at the sound of his deep, gravelly voice. when the ship crashes onto an uncharted jungle planet, krisa has no choice but to trust the menacing convict with both her virginity and her life. yet, on a world filled with ravenous telepathic beasts and cannibalistic natives...krisa discovers that the gorgeous and mysterious teague may be the most dangerous animal of all."
33519394,The Butterfly Project,4.51,[],https://images.gr-assets.com/books/1485440750m/33519394.jpg,1463,"""where you are is home..."" at age fourteen, zelda rossi witnessed the unthinkable, and has spent the last ten years hardening her heart against the guilt and grief. she channels her pain into her art: a dystopian graphic novel where vigilantes travel back in time to stop heinous crimes--like child abduction--before they happen. zelda pitches her graphic novel to several big-time comic book publishers in new york city, only to have her hopes crash and burn. circumstances leave her stranded in an unfamiliar city, and in an embarrassing moment of weakness, she meets a guarded young man with a past he'd do anything to change... beckett copeland spent two years in prison for armed robbery, and is now struggling to keep his head above water. a bike messenger by day, he speeds around new york city, riding fast and hard but going nowhere, his criminal record holding him back almost as much as the guilt of his crime. zelda and beckett form a grudging alliance of survival, and in between their stubborn clash of wills, they slowly begin to provide each other with the warmth of forgiveness, healing, and maybe even love. but when zelda and beckett come face to face with their pasts, they must choose to hold on to the guilt and regret that bind them, or let go and open their hearts for a shot at happiness. the butterfly project is a novel that reveals the power of forgiveness, and how even the smallest decisions of the heart can--like the flutter of a butterfly's wings--create currents that strengthen into gale winds, altering the course of a life forever. #standalone"
15726371,The Tutor's Daughter,4.09,"['15835020', '15726461', '16109328', '15726377', '10082033', '13511369', '10185752', '11547870', '15727067', '11547869', '16117006', '13499074', '7422185', '15709082', '13511396', '15759307']",https://images.gr-assets.com/books/1340898407m/15726371.jpg,7318,"emma smallwood, determined to help her widowed father regain his spirits when his academy fails, agrees to travel with him to the distant cornwall coast, to the clifftop manor of a baronet and his four sons. but after they arrive and begin teaching the younger boys, mysterious things begin to happen and danger mounts. who does emma hear playing the pianoforte, only to find the music room empty? who sneaks into her room at night? who rips a page from her journal, only to return it with a chilling illustration? the baronet's older sons, phillip and henry, wrestle with problems--and secrets--of their own. they both remember emma smallwood from their days at her father's academy. she had been an awkward, studious girl. but now one of them finds himself unexpectedly drawn to her. when the suspicious acts escalate, can the clever tutor's daughter figure out which brother to blame... and which brother to trust with her heart?"
214856,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",3.71,"['3223890', '121814', '1113545', '2219694', '1240035', '9918317', '610370', '9721669', '203659', '563308']",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,17947,"welcome to foo. fourteen-year-old leven thumps (a.k.a. ""lev"") lives a wretched life in burnt culvert, oklahoma. but his life is about to change and his destiny be fulfilled as he learns about a secret gateway that bridges two worlds -- the real world and foo, a place created at the beginning of time in the folds of the mind that makes it possible for mankind to dream and hope, aspire and imagine. but foo is in chaos, and three transplants from that dreamworld have been sent to retrieve lev, who alone has the power to save foo.enter clover, a wisecracking, foot-high sidekick; winter, a girl with a special power of her own; and geth, the rightful heir to foo. their mission: to convince lev that he has the power to save foo. can this unique band of travelers help lev overcome his doubt? will lev find the gateway in time? or will sabine and his dark shadows find the gateway first and destroy mankind?"
17910080,The Midnight Witch,3.37,"['20308520', '17859210', '17265007', '16158511', '17295496', '17233995', '17384845', '17884041', '13064268', '17720136', '17884102', '16032236', '13595011', '18090095', '25347611', '17295495', '15798788', '16030634']",https://images.gr-assets.com/books/1387593472m/17910080.jpg,2615,"""the dead are seldom silent. all that is required for them to be heard is that someone be willing to listen. i have been listening to the dead all my life."" lilith is the daughter of the sixth duke of radnor. she is one of the most beautiful young women in london and engaged to the city's most eligible bachelor. she is also a witch. when her father dies, her hapless brother freddie takes the title. but it is lilith, instructed in the art of necromancy, who inherits their father's role as head witch of the lazarus coven. and it is lilith who must face the threat of the sentinels, a powerful group of sorcerers intent on reclaiming the elixir from the coven's guardianship for their own dark purposes. lilith knows the lazarus creed: secrecy and silence. to abandon either would put both the coven and all she holds dear in grave danger. she has spent her life honoring it, right down to her charming fiance and fellow witch, viscount louis harcourt. until the day she meets bram, a talented artist who is neither a witch nor a member of her class. with him, she must not be secret and silent. despite her loyalty to the coven and duty to her family, lilith cannot keep her life as a witch hidden from the man she loves. to tell him will risk everything. spanning the opulence of edwardian london and the dark days of world war i, the midnight witchis the third novel from new york timesbestselling author paula brackston."
16070903,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",4.21,"['15757434', '16119079', '17316075', '21732656', '16102880', '16161536', '17348308', '13600318', '17230557', '16242085', '15993374', '16070072', '16114861', '17314410', '15748335', '15724654', '15717876', '2761356']",https://images.gr-assets.com/books/1349565157m/16070903.jpg,140420,"to want what you're not supposed to have... she is only nineteen. she is his new stepfather's daughter. she is still naive and innocent due to spending the last three years taking care of her sick mother. but for twenty-four year old rush finlay, she is the only thing that has ever been off limits. his famous father's guilt money, his mother's desperation to win his love, and his charm are the three reasons he has never been told no. blaire wynn left her small farmhouse in alabama, after her mother passed away, to move in with her father and his new wife in their sprawling beach house along the florida gulf coast. she isn't prepared for the lifestyle change and she knows she'll never fit into this world. then there is her sexy stepbrother who her father leaves her with for the summer while he runs off to paris with his wife. rush is as spoiled as he is gorgeous. he is also getting under her skin. she knows he is anything but good for her and that he'll never be faithful to anyone. he is jaded and has secrets blaire knows she may never uncover but even knowing all of that... blaire just may have fallen too far."
191548,Behind Closed Doors (McClouds & Friends #1),3.84,"['28151521', '6006313', '2771105', '36569', '10370491', '626185', '5983365', '196138', '180802', '6093701', '2869075']",https://images.gr-assets.com/books/1328675738m/191548.jpg,5487,"every move you make . . . surveillance expert seth mackey knows everything about the women that his millionaire boss toys with-and tosses aside. raine cameron is something different. night after night, seth watches her on a dozen different video screens. her vulnerable beauty haunts him and her fresh innocence stirs a white-hot passion that he can barely control. raine is pure temptation, but seth has something more important to take care of first. he's convinced that his boss, victor lazar, is responsible for his half-brother's murder. he cannot put his secret investigation at risk, but he can't stop wanting her-craving her-and soon he knows he can't let victor have her. for raine may be victor's next victim... every breath you take . . . raine knows she's being watched-but no one can see the secrets in her heart. she has reasons of her own to seek revenge on victor lazar, and she will, despite her fear-and the distracting presence of seth mackey. though raine has little experience with men, seth's fiercely masculine good looks and animal sensuality stir her most erotic fantasies when she's alone . . . and lead her to a bold plan. offering her body to him, surrendering totally to his ruthless desire might well push her beyond all emotional limits-and beyond fear itself."
