,user_id,book_id,review_id,rating,review_text,date_added,date_updated,read_at,started_at,n_votes,n_comments
755790,fd549ae187739852557f305ef4565169,11,bf26b9585a8f9541ec1d5d5fdcb69550,4,"Average Earthman Arthur Dent is rescued at the very last moment before the Earth is destroyed to make way for any intergalactic bypass, but his friend Ford Prefect, who turns out to be ""not from Guilford after all, but from a small planet somewhere in the vicinity of Betelgeuse"". After facing certain death in open space, they are rescued by Zaphod Beeblebrox, two-headed, three-armed and now the ex-President of the Galaxy since he stole the spaceship Heart of Gold, and his travelling companion Trillian, who Arthur once had a crush on. So begins Arthur's adventures in a galaxy that proves to be more colourful and a much, much weirder than Arthur could ever have imagined. 
 The Hitch-Hiker's novel is the second incarnation of Douglas Adam's story. The first was a BBC radio series and there have been many after it, of which the current big screen movie (which I haven't seen) is the latest. Adams' cult hit seems to be a love-it/hate-it thing for many people, so I'll say right up that I'm in the love-it category. 
 This was an umpteenth time reread and I know it so well (I used to be able to quote the prologue in entirety and used it to get to sleep instead of counting sheep; I'm relieved to say I couldn't do it now) that it was an interesting experience to read. Nothing was a surprise and I found my main response was a contented nostalgia, like visiting favourite childhood haunts and finding them as magical as I remembered. 
 I remember getting into trouble in my third form social studies class for reading the book when I was supposed to be studying. I'd borrowed it from another boy in the class who was a bit geeky and a big fan. I remember visiting Auckland on a trip with Dave, long before something as outrageous as marrying him had entered my mind, and his delight at finding the CDs of the first two radio series in a bookshop. I haven't seen that boy in over twenty years and the bookshop is gone, but I can see both those moments in my memory as clear as a bell (and I'm generally not a visual person at all). Rereading the book didn't just let me revisit the story and characters, but the times in my life when I've read it before. 
 For a silly, fun book, I realise as I write this review, that it has really had a profound effect on me. Not so much for the book itself, enjoyable as it is, but for the other memories it holds. 
 [Copied across from Library Thing; 16 October 2012]",Mon Oct 15 22:58:28 -0700 2012,Mon Oct 15 22:59:39 -0700 2012,Wed Jun 01 00:00:00 -0700 2005,Sun May 29 00:00:00 -0700 2005,0,0
18007,480564a6be18fc8d0046963a1b2f10dd,30025791,4969574eba8265604629e7aaea924c45,3,"A few things- THE ONLY reason this is categorized as YA is because of the fact that two girls (extremely chastely) fall in love. It is actually 100% middle grade reading level! So I think going into it I was expecting something else and I wanted to like it a lot more than I did. The artwork is cute and I love the overall message, but I can't get over how many times the blonde princess is referred to as fat in a derogatory way. The message is that she is cool with the way she is, but that's kind of undermined when it's really nastily mentioned so many times in such a short book.",Thu Aug 04 12:00:21 -0700 2016,Fri Dec 16 17:31:04 -0800 2016,Tue Nov 01 00:00:00 -0700 2016,,0,2
837237,b8803e82573515a8cbe1bfb571145778,20578970,9995b71988629528388383ddb7f3ea11,2,"The sypnosis drew me in... and then the book ended all too fast. I read this after I read Skinny, so of course I ended up comparing them. I can tell you, hands down, that Skinny is MUCH better. 
 Idk, it's like being ""popular"", according to Torrey, is just as important as every other problem she has. HELLO, YOUR SISTER JUST DIED, AND YOU'RE THINKING ABOUT POPULARITY??? There's this person who actually cares about her. She ditches him for the chance to... oh, idk, maybe hang out with people who'd boost her popularity status at the new school? 
 It gets a little better at the end, I guess. Well, better than the beginning. At first she's too scared to hang out with Luis, because it might mess up her reputation. 
 And then the end. It felt too abrupt for a book where it felt like almost nothing happened. And maybe it's just me, but I'm used to reading Sci Fi and fantasy. So, compared to this... it feels almost plotless, you know? 
 The parts about Miranda were nice. I liked the flashbacks and the sisterly ""love"", lol. But then the parts about school came along and just messed it up. 
 I guess the setting was the same as Skinny, especially since Ever and Rat are mentioned once or twice. It made me wonder: What's the point? Besides Rat and Ever, everyone else from Skinny just disappeared. Also, the characters from Skinny felt more realistic. I couldn't care less for some of the characters in this story. 
 Maybe this really is an awesome story. I wish I could've liked it as much as I did for Skinny.",Wed Sep 30 18:17:01 -0700 2015,Wed Sep 30 22:05:04 -0700 2015,Sun Sep 27 00:00:00 -0700 2015,,0,0
749084,aef40e99237b84f80b5d9938fd45e96e,26365537,92be3d4cc1524dd13695a4b9f93f220c,4,"Light, fun read! Wish it was longer ;_; Also, I have no idea why the cover says that this is for older readers, because I found nothing shocking or inappropriate in it that would be not suitable for younger readers.",Sun Feb 28 09:54:46 -0800 2016,Fri Mar 11 02:41:25 -0800 2016,Fri Mar 11 06:44:02 -0800 2016,,2,0
70980,641bb7852ec4eb941d0932c66ce36707,15839976,1151e66362e3d48b7f4879e70b5fa283,4,"TL;DR if you liked the Hunger Games, Ender's Game or similar dystopian Panem et Circenses style books you'll enjoy this first volume of the trilogy. Promised. Also lots of cool technology and interesting society, so if strange new worlds is your thing: read this. 
 But at its base, it is yet another iteration of the Hunger Games / Ender's Game variant of young adult stories. It starts out in a dreary, sweaty way that nearly made me put down the book. For some reason, I don't like beginnings where everything is already in the dregs. I like beginnings shiny before things take a turn for the worse. 
 The protagonist Darrow starts out as a Red. And in this world some 7 or 8 centuries in our future humanity has remade itself into color-coded castes using brutal eugenics, and the Reds are at the bottom of the hierarchy, they are the slaves toiling away under the surface of Mars. They are told by their Golden rulers that they are brave pioneers making Mars ready for terraforming. Of course, as in every dystopian world, we know they are being lied to ... and from the beginning it is clear (look at the title) that some Reds are going to start a revolution. 
 The story takes a while to get there, taking time to show the arbitrariness and despotism of the rulers, and how the meritocracy is rigged to keep everyone down. There was nothing surprising to me in that, just same old dystopian tropes. 
 But then Darrow leaves the mines and discovers a whole new, and very different world, and so does the reader. From that moment on, I was captivated by the setting mostly. The plot soon gets on the ""games that teach the young ones how brutal life is"" rail-road. The take is somewhat new and I like the ploy of making the game's controllers into similes of Roman Gods complete with decadence, wine and all the trappings. 
 I deducted a star, because much of the story is same-old stuff I know from other similar books but it is so well done, that I had a lot of fun - after getting out of the mines. 
 One thing that I am still missing are characters to identify with. Mustang is interesting and Jackal of course, not to forget Sevro. I had hoped to get more milage out of the whole Cassius/Julian issue. But too many people die and I find Darrow is not my kind of guy. He is lacking something beyond competence to make him likeable. He is extremely competent and driven but that's about it.",Fri Sep 12 08:31:12 -0700 2014,Tue Jan 12 12:46:55 -0800 2016,Sun Jan 10 00:00:00 -0800 2016,Fri Jan 08 00:00:00 -0800 2016,1,0
1005208,9013bc84fd52ec51c495868add64df33,375802,86c7c3b363070fb674083d4e093ecf46,3,"3.5 Stars 
 Read all my reviews on http://urlphantomhive.booklikes.com 
 This is one of those books that I'd heard so much about in the last few years, that it was kind of impossible not to read it at some point. Also, I watched the movie and although I saw the twist coming for quite some time, I really enjoyed it. 
 Basically Ender's Game bottles down to Ender, a young boy (at the start he's supposed to be 6 years old - something I'm just not buying), sent of to train at Battle School to learn to fight a war against some kind of creatures. 
 A lot has been said about this book, the series and the author. Therefore, this is not an in depth review but rather just some of the ideas I had when reading the book. The beginning really intrigued me and I thought I'd finish it within a day, since it was so compelling. However, after one particularly unnecessary sexist comment (stating women have evolution working against them) I kind of lost interest for some time. 
 This might also have to do something with the fact that Ender (who's only 6 years old; did I mention that?) is such a 'fantastic boy wonder genius' (no that's no sarcasm there, of course not, I wouldn't dare, he's really that good, oh and only 6(!) years old). I've always have a problem with these superduper protagonists who apparently can't do anything wrong and seem to shit rainbows and unicorns. Ender is one of those protagonists. 
 (view spoiler)[ 
 The fact that he has certain anger management issues and a questionable moral when it comes to dealing with bullies is completely glanced over because he's such a good commander. 
 (hide spoiler)] 
 His siblings are planning to take over the world in a rather dull scheme, but the bright side is that it's the only break from the quite repetitive scenes of Battle School we get. I quite liked the computer game thing, except of course for the fact that special snowflake Ender was the only person smart enough to crack it. The armies and the strategy planning and the battles, they started to feel a bit repetitive as we follow Ender through his years on the school. 
 This all being said, I really wonder why ever I gave this book 3.5 stars. I always score books immediately after reading and just follow my gut feelings. Perhaps it was the holiday feelings that lingered, or perhaps it's the fact that despite I believe that this book is far from perfect I did have an enjoyable time reading it (I also liked watching the movie) and I would like to at least read the second book, Speaker for the dead.",Mon Jan 05 00:03:54 -0800 2015,Wed Sep 02 02:28:01 -0700 2015,Thu Aug 13 00:00:00 -0700 2015,Sun Aug 09 00:00:00 -0700 2015,3,0
215561,95364f274a4e83930032fb16a76a693b,9917925,9b839489935cf58537744e81a3367000,3,"I waffled between two and three stars, because there is some really interesting world building here, and good writing, but my attention started to wane around the 60% mark, and I ended up finishing it more out of obligation than genuine interest in the plot or characters.",Thu Jun 29 20:07:24 -0700 2017,Mon Jul 10 22:10:29 -0700 2017,Wed Jun 28 00:00:00 -0700 2017,,0,0
756790,53f81ebaa784f6c148f5ed2f76f93210,865,284251accd92421487e9fb117c0fcf8e,2,"Yet again, a book I've heard so much good about that it was always likely to be a disappointment. A sweet tale, on the surface, and about the right length for me in this particular writing style. 
 Santiago follows the signs to realise his destiny, live out his dreams and find some treasure. No really, that's actually what it's about. 
 Unfortunately, the realist, the pragmatist, the scientist and the cynic in me weren't willing to let me appreciate those below-the-surface messages. It's a sweet idea that if you want something bad enough, it will happen. That if you follow the path that the universe illuminates for you, good things will happen. That the universe wants you to achieve your dreams. But it's not one that resonates as truth for me. Life's just not that simple, so far as I'm concerned, though I am keen to take a class in the universal language. 
 I did like the alchemy and Esperanto bits though!",Tue Sep 18 19:40:49 -0700 2007,Mon Oct 25 13:17:41 -0700 2010,Mon Oct 25 00:00:00 -0700 2010,,0,0
1043336,c00ec1e5f1b4e904107e46d10380d841,15990969,d46101259428a403aeb2960e9b041d37,4,"I loved this book! 
 I'm kind of addicted to NA Romance and this book was so well written, you can actually feel lost, love, friendship and building a new life. 
 Right from the beginning I could identify with the characters. Love, love and love Trent... He is just there for her and not in the "" I'll do anything for you""... But as he makes her find herself, be who she was. 
 I also love the way the author describes open up to new friends. Proving that you can build new ""families"" through friendship. Seeing Kacey go through her barrier with Storm and Mia was fun! 
 Of course, the ending was predictable, but I love the story so much that I didn't even care... 
 If you love NA go for it!",Wed Jul 31 05:20:20 -0700 2013,Sun Aug 04 16:35:23 -0700 2013,Sat Jul 27 00:00:00 -0700 2013,,0,0
559940,c8462f350e5d6b6a3d9e15c2be1fdc88,2,432151b17a84a567884bd9e5297ee07c,5,"I am so glad I read this again. I found I could relate to Harry's temper and his need to know what was going on. I never understood that before now. Every other time I've read this book Harry seemed very annoying and stupid. This time he seemed desperate to know all the facts so he could choose the right path when the option unavoidably presented itself before him. 
 Brilliantly written, this book made me feel. It made me remember the emotions I have gone through and it helped me understand on a small scale how those emotions would feel amped up a few levels. 
 Fantastic story, incredible characters, brilliant book. Even after the seventh time reading this book (at least I think it's the seventh time...:) ) I found myself tearing up. In many instances, I felt the emotions J.K. Rowling was trying to get across much stronger than I ever have before. 
 Wow. 
 Update: I have now read this book 8 times. 8. And I still love the reading of it; the characters are phenomenally well-rounded, the story is engaging and exciting, and the writing itself is my favorite guilty treat. 
 Coming at the book from a more feminist perspective, there are certainly major problems in its passages; the fact that it is always the girls who cry and the boys who rescue them is a continuation of an old trope that has never been and will never be the whole truth, for one thing. 
 Yet I still love reading about Harry Potter and her (yes, I read Harry as female, it's awesome if a bit tedious having to change the pronouns in my head as I go along) life as a magical person.",Thu Oct 15 18:24:25 -0700 2009,Tue May 03 08:24:30 -0700 2016,Sat Apr 30 00:00:00 -0700 2016,,0,0
669375,1ba8132330cc0dab7837914790a322a4,17262173,24def9975356363fdf6590a208ab6de8,2,"I was beyond excited to read this book, thinking it would be a nice account of bits of Obi-Wan's life on Tatooine. I was vastly disappointed. 
 This book is mainly about a bunch of characters we have never met before, and never will again, and their impressions of this totally weird stranger that shows up one day. Maybe 5% of the book is actually from Kenobi's perspective (mainly his ""meditations""), and we never see him going to check up on Luke. Honestly, the best thing about this book is the pretty cover. I wouldn't re-read it.",Tue May 19 08:52:11 -0700 2015,Fri Jan 06 13:15:36 -0800 2017,Thu Jun 04 00:00:00 -0700 2015,Tue May 19 00:00:00 -0700 2015,0,0
654063,86fc95be4f4d9f43c9892203252ab0f7,816080,bbfac82b59306fbcdbef1d6030482940,3,"The murderer's identity would have been the terrific surprise it was supposed to be, had some chucklehead on this site not spoiled it for me in a review of an utterly unrelated book I happened across. As a story, it was all right otherwise. And before someone sniffs at me that plot isn't the only consideration when reading, it is in a murder mystery.",Tue Feb 10 16:42:52 -0800 2015,Sun Mar 01 10:31:38 -0800 2015,Sun Mar 01 10:31:38 -0800 2015,Tue Feb 10 00:00:00 -0800 2015,0,0
995880,03a1e688e6642781846031e11408e877,29975458,3c94ccfe2f821891b0e5bf4c6c03ba51,3,"So, this will be full of spoilers. Proceed accordingly. 
 (view spoiler)[I'm so torn on what to rate this book, and here's why: I liked it, but didn't love it, but kind of did love it? I'm having mixed feelings after finishing it. And strangely enough, the reasons I liked it are the same reasons I didn't like it. 
 When you begin the book and Julie shows up at home, you're almost immediately suspicious of if it is or isn't actually Julie. Then, as the perspective changes, you're suddenly hearing about this other woman, who again, may or may not be Julie. 
 As you journey through the story, it gets murkier and murkier. I personally thought for sure it wasn't Julie, but of course it was. When we finally hear more about the deposition, we learn that those characters and other perspectives WERE all Julie, it was all the identities that she used to survive after the initial ""kidnapping"", which by the way, wasn't even a kidnapping, since she willingly went with his former youth group minister. 
 So. Yeah. Mixed feelings abound. I think if I had known at the beginning that it WAS indeed Julie, I may have been more invested in those perspectives of the other women and what they - she - went through. As it stands, I just feel like I almost need to reread it to really grasp the story. (hide spoiler)]",Wed Jul 13 15:46:05 -0700 2016,Mon Oct 03 10:02:42 -0700 2016,Sun Oct 02 00:00:00 -0700 2016,,0,0
673173,50e049989a18928611fd83d1209bfed4,22841994,2c0f053fbc5a2970fa5737f3daa9d16d,5,"I've been reading this story with my seven-year-old son, who when I showed him this book said ""I don't like magic"". Well let me tell you we now have a magic loving seven-year-old in the house that rewards gryffindor with points overtime someone does something good. 
 It's got so many life lessons hidden within this book, I hope his little brain picks them up. :)",Wed Dec 30 17:08:13 -0800 2015,Fri Oct 14 04:52:11 -0700 2016,Wed Dec 02 00:00:00 -0800 2015,Thu Nov 05 00:00:00 -0800 2015,1,0
522607,a7b7f59dc2a6e3b95296e9f48cd53861,25351256,8b5f1a39ca47cb095d9445ae7804bfbd,5,"Thanks to Text Publishing for providing an ARC of this book 
 Less than two weeks ago Gaby thought she was just an eighteen year-old backpacker living in the coastal Australian town of Pandamus Beach mourning her brother Jude who died in a car accident a year earlier. 
 Then Rafa came to town. Jude's best friend. A guy Gaby had never met but who'd been popping up in her dreams about a nightclub and hell beasts. And everything changed. 
 It turned out Gaby was one of the Rephaim - half-human, half-angel, 100% demon-ass-kicker - and a year ago she and Jude had vanished off the face of the earth after reconciling a ten-year rift. 
 For three years Paula Weston has teased and tormented fans of The Rephaim series with three burning questions: what were Gaby and Jude up to a year ago? Why can't they remember any of their former lives? And what the hell happened between Gaby and Rafa to cause this animosity everyone keeps talking about? Because it's clear as day those two are meant for each other! 
 I won't give away spoilers but I will say this: the wait, and even that excruciating feeling of frustration we all must have felt after the end of Shimmer was worth it. 
 Using flashbacks entwined within the present-day narrative Ms. Weston gradually hands out answers throughout the book - as well as providing revelations we were never expecting, all the while keeping us rapt with anticipation over the -literal - storm about to hit Pan Beach. And once the action is finally unleashed it doesn't stop. 
 I'm not sure what I was expecting with this book, but I wasn't disappointed. As with its three predecessors Shadows, Haze and Shimmer it was completely un-put-downable and I finished it within a day. Jam-packed with action, suspense, romance, classic Aussie humour, and an ending that tied together all the loose ends and rounded out the series perfectly, I have no doubt I'll be giving this series a re-read down the track now that it's complete. 
 If you haven't read The Rephaim series yet, now's the perfect opportunity to catch up without all those brutal cliffhangers! Burn hits Australian bookstores on June 24th. 
 Perhaps one last little tidbit that's not really a spoiler: we finally get to see that infamous nose-breaking scene first hand....and let's just say it's not completely unjustified.",Sun May 11 05:57:03 -0700 2014,Fri Oct 02 00:57:43 -0700 2015,Fri Jun 12 00:00:00 -0700 2015,,2,0
619345,13c3b1b01049fe05a551265f7270d47f,18458057,11f44151d12052dc50968655b3366b44,4,"3.5 stars 
 ONLY FOR YOU is Genna Rulon's debut novel and I think she's done a great job with it! Yes, it's New Adult, which is not my genre of choice. But it doesn't have the cookie cutter angst that some may expect. This is just a good story about some college kids who find themselves in a campus where girls are turning up beaten, and soon turning up dead. But at the core, it's a romance story. 
 Hunter and Everleigh are both great characters in their own way, but they make a perfect couple. Their personalities compliment each other and they are just so much fun to see together. There isn't a whole lot of drama with the usual push and pull of not wanting to date someone because they aren't right for you, or you don't deserve them, that is often found in this genre lately (at least the ones I seem to pick up!). Ms. Rulon goes for the sneak attack approach. Just let them be friends, and things will progress nicely from there. I thought it was smart to make the heroine believe that Hunter was gay (although, wow way to jump to conclusions!). But I loved it because her usual barriers and defenses were down and she was able to just be herself. 
 Another point I enjoyed was the suspense element in the story, which I thought was also done very well. It wasn't taking over the plot but it kept things moving along and made the story interesting. It definitely scaled up the intensity towards the end, and has left the second book with a crazy setup that I can't wait to get to! 
 But the thing that stood out the most in this novel was that the author (and by default the characters) came across smart. That is something that's missing sometimes for me, and a lot of the dialogue with the ""big words"" the author was using was actually refreshing! It put a smile on my face. 
 ONLY FOR YOU was a quick read and definitely a page turner! Great debut and I can't wait to read more! 
 *Review copy provided by author",Sat Dec 14 20:02:07 -0800 2013,Fri Aug 15 18:21:08 -0700 2014,Mon Dec 16 00:00:00 -0800 2013,Sat Dec 14 00:00:00 -0800 2013,1,0
5122,7ceac7249b88317ea7403e1021170baa,23848559,27933520eea363b80829238b0e05f6b1,4,"I just had to add a 'hilarious' shelf for this book, which is kind of funny because it also made me cry at several points. Jenny Lawson has voice DOWN like nobody's business; she is simply the kind of writer I'd happily listen to talk about groceries (actually, I'm pretty sure she talks about groceries in this book because she goes off tangents like she's zigzagging), but it doesn't really matter what she's talking about: she's both profoundly absurd and very aware of both her own ridiculousness and others'. Her assessment of mental illness (in her case it's mainly anxiety and ocassionally depression) and the stigma associated to it is accurate and therefore really sad, but her point about the value of speaking up and sharing that kind of pain (like any other kind) is sincere enough that I didn't even find it trite. 
 The audiobook is awesome, btw. Great pathography all around, but prepare to laught until you cry.",Sun Jan 03 15:00:47 -0800 2016,Sat Jan 09 05:21:21 -0800 2016,Sat Jan 09 05:21:21 -0800 2016,Sun Jan 03 00:00:00 -0800 2016,0,0
479547,9d1cdba7382edfd28c572944cce8c020,21718,f4e8ecf069ec28a65b05a4e874ca0796,3,"I almost never read thrillers, I used to read a lot when I was younger and for some reason I don't remember went off them. Maybe it's the fact that as a medical student I get to see enough icky stuff and don't need it in my books. Besides, murderers scare me. 
 This was a fast read, Slaughter writes very engaging and apart from the a 'seriously?' reaction at Sara being a pediatrician as well as the coroner (that doesn't happen in Holland, I don't know about the US, but here pediatricians work in a hospital and they most certainly don't have a job as a coroner on the side) it was a smooth read. 
 I was horrified at the sick mind of this murderer, it was just sick what he did to his victims! Especially the first one, that was just plain awful. But I appreciate Slaughter's storytelling in this, there's real creativity involved. The way she describes the community and the dysfunctional relationship between Sara and Jeffrey is wonderful. I was rooting for them to work it out, but maybe that happens in one of the sequels. 
 I did guess who the killer was way before it was revealed, but I don't know why I thought that, I'm for some reason annoyingly accurate at guessing this. It wasn't overly obvious or something. 
 Anyway, though I don't think I'll be starting to read a lot of thrillers again, I really enjoyed it. If you have a weak stomach, I wouldn't recommend reading this one. 
 My rating: 3.5 stars",Sun Sep 27 04:52:48 -0700 2009,Thu Oct 14 13:00:05 -0700 2010,Sat Oct 09 00:00:00 -0700 2010,Thu Oct 07 00:00:00 -0700 2010,0,0
470483,9c8f971943a3fad995a24bc5ac72006a,6570502,b91d8d377991086987867c55a213fba1,4,"I quite enjoyed this book. It was a great look at the power of small actions to bring about very large changes, with tons of interesting examples from all areas. The metaphor of the Rider, the Elephant, and the Path was a fun way to make the ideas concrete and easy to understand, plus it makes a great visual.",Thu May 15 18:06:33 -0700 2014,Wed Aug 26 06:31:43 -0700 2015,Sat May 24 12:42:56 -0700 2014,Thu May 15 00:00:00 -0700 2014,0,0
1275799,078ec3b17d6a16b15e36e6e9ed789905,6012471,8719d7af6a78a86836bee854a9f22db3,4,"It's a lighthearted and funny read, the dialogue is great and I liked most the characters. The plot isn't wildly imaginative but it worked well and I enjoyed it.",Wed Mar 25 16:31:23 -0700 2015,Wed Mar 25 16:34:13 -0700 2015,Wed Mar 25 16:34:13 -0700 2015,,0,0
80877,1a24bac964b67d5afe7175b79573d1a6,18457345,9c32307fb77ca84160a73366b5799f58,4,"4 stars! Such a sad story, emotional and a fab read, starting Dear Tabitha now. (full review to come)",Wed Apr 16 06:39:12 -0700 2014,Wed Apr 16 06:42:25 -0700 2014,Tue Apr 15 00:00:00 -0700 2014,,1,0
720462,70f22079585f1d03855b774b9fe3f9d7,10429836,e44160379b0afd08af220fdf8349a720,0,"This book is a plotter's dreamland. What Dare does by destroying the way back to the Ordinary World and then presenting both hero and heroine with two attractive opportunities in the New World -opportunities which suite the new people they've become after their trials- was nailbitingly good. Even though there was action and explosions and debauchery, I kept turning pages to see which choice they'd make. So good.",Tue Aug 16 18:36:05 -0700 2016,Tue Aug 23 06:13:57 -0700 2016,Tue Aug 23 06:13:57 -0700 2016,Tue Aug 16 00:00:00 -0700 2016,0,0
1245683,904e3ef1f4df56efbd124f7bdd658a80,8525590,18e35480126eec55af6761d4fcc7e91b,5,"The moment I saw Wither's beautiful cover and read its intriguing summary, I knew I had to get my hands on this book, so I was thrilled when an ARC arrived at my doorstep in December from Shelf Awareness. 
 Even though I barely put down Wither as I was reading it, I wouldn't exactly say that the plot of this novel is fast-paced. However, between the world-building and DeStefano's writing, every page is filled with intrigue and emotion. Wither is not only one of the best dystopian books out there, but is also one of the most beautifully written. Beauty and horror are perfectly juxtaposed on every page of this novel, leaving the reader in awe of Linden's mansion and terrified by the secrets it holds. This combination kept me up at night turning the pages, and I wasn't happy to put Wither down until I had learned everything I could about the world DeStefano has created. 
 When it comes to characterization, DeStefano is brilliant. I loved Rhine's strength, dedication and insatiable curiosity. Several other characters, such as Linden and Cecily, appeared completely black and white at first, but quickly proved to be much more layered and complex. I liked Gabriel, but I also wanted to see more of him in the story, and can't wait to see where his character goes in future installments of the story. 
 Wither has gotten a lot of rave reviews from bloggers, and it deserves every single one of them. This book absorbed me, yet still left me with so many questions, wanting to know more about this world. Whatever the sequel to this book is called, whenever it comes out, I will be purchasing a copy the day it becomes available. This dystopian debut is a must read.",Sat Jul 31 20:38:31 -0700 2010,Thu Apr 28 10:01:26 -0700 2011,Sat Apr 16 00:00:00 -0700 2011,Wed Apr 13 00:00:00 -0700 2011,1,0
614404,fe7d2f1ecc244521ef709c1e7e8cfadd,20624580,19898688258f7eedc907313537ca6ca6,5,"If you wish paranormal fantasy had a little more Frankenstein and a little less Twilight, then Summoned is definitely the book for you. 
 To be honest, I *like* Twilight, so it took me a little time to get into this book. After all, isn't a protagonist introduced while kidnapping a little girl the epitome of unlikable? 
 I don't want to tell you anything else because it would ruin the plot. Suffice it to say that the plot is twisty, the world-building is unique, and by the end, you'll be thoroughly rooting for that kidnapper. I'm waiting with baited breath for book two!",Wed Feb 18 06:06:41 -0800 2015,Wed Feb 18 06:10:41 -0800 2015,Wed Feb 18 06:10:41 -0800 2015,,0,2
135841,4ad272c41af8a81a381278a7587d14a9,15842441,ec2344d936f376fc58631339a3fd7f03,5,"I was tense during this entire book waiting for my heart to be broken. I laughed and cried during this one. I just fell in love with Kellan in book 1 and he did not let me down in book 2. Kiera became a bit more likable, but there were some rough patches. I think this is one of the first books where I had more conflicts with the female involved. This gives more of a story to some of the other characters from book 1 and expands on Kellan's past more. 
 Trying to learn to trust each other after the turmoil of how they began their affair is a rocky road fully of doubts. Love/lust on it's own can't always be enough unless you are willing to risk it all to make it work. Kellan and Kiera are trying to learn to trust each other when thrown into a situation that clearly leaves doubts. He's on the road and she's alone. She's worried about groupies and he is worried that in her loneliness that she will seek comfort in another (like how they started). 
 What he does for her while he is away is such a sweet thing. As much as he is the bad boy rock star - he is a big teddy bear and is just adorable. This book was wonderful, even though it nearly gave me an ulcer reading it. I hope Reckless is just as good - I just have a feeling I will need to stock up on tissue.",Sun Dec 09 12:16:36 -0800 2012,Sat Jul 19 16:46:38 -0700 2014,Sat Dec 08 00:00:00 -0800 2012,,4,0
755793,fd549ae187739852557f305ef4565169,11921067,0a58a526b7bd6ace135ddbedf30d573f,4,"Copied from my blog (this content is also in my review for Caszandra): 
 Life being what it is, I just haven't managed to write up any kind of review for either Lab Rat One or Caszandra, the second and third books in Andrea K. Host's Touchstone trilogy. Today, I added comments to my Goodreads entry for the epilogue to this trilogy, so I thought I'd better say something here before posting that. 
 The bottom line is that I really loved this trilogy. It's quick and pacey and has an engaging protagonist in Cass. I love a science fiction mystery, and there's a lot of that in these books, which made me very happy. It's also a good coming-of-age story that manages to touch on a bit of teenage angst (and every teenager has some) without dwelling on it. Instead, Cass is both realistic and at times self-deprecating and I really liked her for both those things. 
 I had been planning to read these two books alternating between the Liaden series, reading one of one, then one of the other and so on. Instead, I read straight through, buying Caszandra as soon as I finished Lab Rat One (or possibly a bit before) and then the Gratuitous Epilogue as soon as (or before) I finished Caszandra. I had to keep going and I had to know how it ended. Also, what happened after it ended. 
 This is really one story cut into three books, which means that there is next to no recap on previous volumes when you get to the next one. That's fine if you've got a good memory, but I don't, so if you're like me, I recommend having all three books (and the epilogue) ready and waiting and keeping right on reading. 
 There are a few formatting errors in these self-published books, but they are very few and don't interfere with the story. I am most impressed with Andrea K. Host and I am sure I'll be reading more of her books. In fact, I bought her latest, And All the Stars, on release day and I'm looking forward to reading it. 
 I hope that gives you a good idea of how much I really enjoyed these books and highly recommend the series. The first one is Stray and you need to begin there.",Thu Sep 27 03:29:00 -0700 2012,Mon Oct 15 21:58:04 -0700 2012,Sun Sep 30 00:00:00 -0700 2012,Thu Sep 27 00:00:00 -0700 2012,0,0
483146,ff9232cff314bdd83feace42830f77f1,23353194,9d31e8756c11307823723dfa4aad04d1,4,"Damn. dY~3 
 This was a 3.5-4 star story. It would have been nice to have more of a story to it. Although I did get a good sense of the characters' personalities, it was basically porn. I feel like my first thought up there pretty much covers it. 
 Challenges: 
 2017 Goodreads Challenge 
 2017 Mount TBR Challenge",Tue Aug 22 14:11:45 -0700 2017,Wed Aug 23 12:40:46 -0700 2017,Tue Aug 22 00:00:00 -0700 2017,Tue Aug 22 00:00:00 -0700 2017,0,0
1322418,5c02125c187e875405bb856563df5741,28963772,4e35cb269dd11549e83d021130bc8fc8,3,"The plot was interesting but the story just didn't hold my attention. I didn't feel the connection with Syd and Brian. I feel like they spent too much time apart and there wasn't a lot of buildup. I would have liked more text messages and phone conversations. When they finally did meet and have their first encounter I couldn't feel that special moment in my heart. I felt their relationship was too insta love. Brian was stubborn and I felt he should have come clean about his secret way sooner since he had all of these feelings for Syd. Side note, I really enjoyed the secondary characters Tori and Jamie. Their book is next and I can't wait to read and see what will happen. Even though this book didn't work for me please don't let my review stop you from reading. 
 *an arc was given for an honest review* 
 For more reviews check me out at: http://www.shellysbookcorner.com",Tue Sep 27 13:17:18 -0700 2016,Sun Nov 06 09:02:41 -0800 2016,Wed Sep 28 00:00:00 -0700 2016,Tue Sep 27 00:00:00 -0700 2016,5,0
560648,8a3b8aa200c0786c816d125b372b5c86,23512999,5d136999398799abbdb26b7f2084b1db,4,"Slow start here but once you get to Ur things pick up and I really enjoyed almost every story after that one. 
 I tend to have mixed feelings about King but I tend to like his short stories more than his full length novels. What really shines here are the intros from 
 King to each story. I love it when he talks to constant reader and gives the backstory on his story ideas and writing.",Sun Feb 21 19:20:52 -0800 2016,Fri Apr 29 09:37:44 -0700 2016,Mon Feb 29 05:00:57 -0800 2016,Sun Feb 21 00:00:00 -0800 2016,1,0
